word,kana,ipa,origin
後々,ノチノチ,not͡ɕinot͡ɕi,和
倍増,バイゾウ,baizoː,漢
日当たり,ヒアタリ,çiataɾi,和
ピエール,ピエール,pieːɾɯ,固
分断,ブンダン,bɯndaɴ,漢
プリンス,プリンス,pɯɾiĩsɯ,外
遊女,ユウジョ,jɯːʑo,漢
揺らす,ユラス,jɯɾasɯ,和
余談,ヨダン,jodaɴ,漢
一手,イッテ,itte,混
ウイング,ウイング,ɯiŋɡɯ,外
押さえ付ける,オサエツケル,osaet͡sɯkeɾɯ,和
書き替える,カキカエル,kakikaeɾɯ,和
クーデター,クーデター,kɯːdetaː,外
コニシ,コニシ,koɲiɕi,固
制覇,セイハ,seːha,漢
創価,ソウカ,soːka,固
タカヤマ,タカヤマ,takajama,固
中長期,チュウチョウキ,t͡ɕɯːt͡ɕoːki,漢
土俵,ドヒョウ,doçʲoː,漢
馳せる,ハセル,haseɾɯ,和
阪急,ハンキュウ,haŋkʲɯː,固
引き裂く,ヒキサク,çikisakɯ,和
ヒンドゥー,ヒンドゥー,çindoːɯ,外
ブロッコリー,ブロッコリー,bɯɾokkoɾiː,外
文体,ブンタイ,bɯntai,漢
待ち構える,マチカマエル,mat͡ɕikamaeɾɯ,和
ユリ,ユリ,jɯɾi,固
阿片,アヘン,aheɴ,外
逝く,イク,ikɯ,和
彩り,イロドリ,iɾodoɾi,和
追い遣る,オイヤル,oijaɾɯ,和
牙,キバ,kiba,和
宮中,キュウチュウ,kʲɯːt͡ɕɯː,漢
共用,キョウヨウ,kʲoːjoː,漢
切り落とす,キリオトス,kiɾiotosɯ,和
始終,シジュウ,ɕiʑɯː,漢
終盤,シュウバン,ɕɯːbaɴ,漢
新婦,シンプ,ɕimpɯ,漢
自負,ジフ,d͡ʑiɸɯ,漢
地道,ジミチ,d͡ʑimit͡ɕi,混
成,セイ,seː,漢
体外,タイガイ,taiɡai,漢
託児,タクジ,takɯʑi,漢
農作,ノウサク,noːsakɯ,漢
灰皿,ハイザラ,haizaɾa,和
遊戯,ユウギ,jɯːɡi,漢
移送,イソウ,isoː,漢
ウエア,ウエア,ɯea,外
エリック,エリック,eɾikkɯ,固
着こなし,キコナシ,kikonaɕi,和
クボタ,クボタ,kɯbota,固
ぐい,グイ,ɡɯi,和
採点,サイテン,saiteɴ,漢
浸水,シンスイ,ɕiĩsɯi,漢
親類,シンルイ,ɕinɾɯi,漢
ＧＨＱ,ジーエイチキュー,d͡ʑiːeːt͡ɕikʲɯː,記号
脛,スネ,sɯne,和
スピン,スピン,sɯpiɴ,外
切実,セツジツ,set͡sɯʑit͡sɯ,漢
例え,タトエ,tatoe,和
強み,ツヨミ,t͡sɯjomi,和
途絶える,トダエル,todaeɾɯ,和
ナカニシ,ナカニシ,nakaɲiɕi,固
ハット,ハット,hatto,外
夕刊,ユウカン,jɯːkaɴ,混
融通,ユウズウ,jɯːzɯː,漢
来客,ライキャク,ɾaikʲakɯ,漢
アシスタント,アシスタント,aɕisɯtanto,外
渦巻く,ウズマク,ɯzɯmakɯ,和
描き出す,エガキダス,eɡakidasɯ,混
エノモト,エノモト,enomoto,固
エージェント,エージェント,eːʑiento,外
掛け離れる,カケハナレル,kakehanaɾeɾɯ,和
切り捨てる,キリステル,kiɾisɯteɾɯ,和
小指,コユビ,kojɯbi,和
消息,ショウソク,ɕoːsokɯ,漢
タイムリー,タイムリー,taimɯɾiː,外
貸与,タイヨ,taijo,漢
断ち切る,タチキル,tat͡ɕikiɾɯ,和
着信,チャクシン,t͡ɕakɯɕiɴ,漢
トピック,トピック,topikkɯ,外
乗り,ノリ,noɾi,和
半月,ハンツキ,hant͡sɯki,混
反日,ハンニチ,haɲit͡ɕi,漢
氷河,ヒョウガ,çʲoːɡa,漢
部局,ブキョク,bɯkʲokɯ,漢
実る,ミノル,minoɾɯ,和
持ち掛ける,モチカケル,mot͡ɕikakeɾɯ,和
否む,イナム,inamɯ,和
イブ,イブ,ibɯ,外
異論,イロン,iɾoɴ,漢
カスタム,カスタム,kasɯtamɯ,外
漁獲,ギョカク,ɡʲokakɯ,漢
蝙蝠,コウモリ,koːmoɾi,和
心地,ココチ,kokot͡ɕi,和
強姦,ゴウカン,ɡoːkaɴ,漢
従える,シタガエル,ɕitaɡaeɾɯ,和
積雪,セキセツ,sekiset͡sɯ,漢
素っ気ない,ソッケナイ,sokkenai,和
直行,チョッコウ,t͡ɕokkoː,漢
不尽,フジン,ɸɯʑiɴ,漢
無謀,ムボウ,mɯboː,漢
女,メ,me,和
遣っ付ける,ヤッツケル,jatt͡sɯkeɾɯ,和
アラキ,アラキ,aɾaki,固
有りの侭,アリノママ,aɾinomama,和
域内,イキナイ,ikinai,漢
家政,カセイ,kaseː,漢
軍国,グンコク,ɡɯŋkokɯ,漢
採決,サイケツ,saiket͡sɯ,漢
ショウナン,ショウナン,ɕoːnaɴ,固
耕す,タガヤス,taɡajasɯ,和
タケナカ,タケナカ,takenaka,固
チェ,チェ,t͡ɕie,固
独,ドク,dokɯ,漢
幼少,ヨウショウ,joːɕoː,漢
略奪,リャクダツ,ɾʲakɯdat͡sɯ,漢
うんと,ウント,ɯnto,和
窮屈,キュウクツ,kʲɯːkɯt͡sɯ,漢
黒髪,クロカミ,kɯɾokami,和
ファイブ,ファイブ,ɸɯaibɯ,外
ヤング,ヤング,jaŋɡɯ,外
鷲,ワシ,ɰaɕi,和
後書き,アトガキ,atoɡaki,和
アラン,アラン,aɾaɴ,固
インスタント,インスタント,iĩsɯtanto,外
乾かす,カワカス,kaɰakasɯ,和
ぐるみ,グルミ,ɡɯɾɯmi,和
試食,シショク,ɕiɕokɯ,漢
声優,セイユウ,seːjɯː,漢
全盛,ゼンセイ,zeɰ̃seː,漢
弾,タマ,tama,和
挑発,チョウハツ,t͡ɕoːhat͡sɯ,漢
ツキジ,ツキジ,t͡sɯkiʑi,固
トレー,トレー,toɾeː,外
度数,ドスウ,dosɯː,漢
和む,ナゴム,naɡomɯ,和
配送,ハイソウ,haisoː,漢
ハンター,ハンター,hantaː,外
引き離す,ヒキハナス,çikihanasɯ,和
病態,ビョウタイ,bʲoːtai,漢
傍聴,ボウチョウ,boːt͡ɕoː,漢
有数,ユウスウ,jɯːsɯː,漢
零細,レイサイ,ɾeːsai,漢
レンタカー,レンタカー,ɾentakaː,外
イマイ,イマイ,imai,固
ＭＥ,エムイー,emɯiː,記号
改築,カイチク,kait͡ɕikɯ,漢
カーペット,カーペット,kaːpetto,外
頑丈,ガンジョウ,ɡand͡ʑoː,漢
管,クダ,kɯda,和
減免,ゲンメン,ɡemmeɴ,漢
小雨,コサメ,kosame,和
ゴロ,ゴロ,ɡoɾo,外
銭,ゼニ,zeɲi,漢
胴体,ドウタイ,doːtai,漢
白衣,ハクイ,hakɯi,漢
冷ややか,ヒヤヤカ,çijajaka,和
マイナー,マイナー,mainaː,外
マツオ,マツオ,mat͡sɯo,固
優待,ユウタイ,jɯːtai,漢
アイロン,アイロン,aiɾoɴ,外
経緯,イキサツ,ikisat͡sɯ,和
磯,イソ,iso,和
押し掛ける,オシカケル,oɕikakeɾɯ,和
醸し出す,カモシダス,kamoɕidasɯ,和
官能,カンノウ,kannoː,漢
ガレージ,ガレージ,ɡaɾeːʑi,外
郷里,キョウリ,kʲoːɾi,漢
紅白,コウハク,koːhakɯ,漢
ジル,ジル,d͡ʑiɾɯ,固
旋回,センカイ,seŋkai,漢
先手,センテ,sente,混
対峙,タイジ,taiʑi,漢
タカオ,タカオ,takao,固
脱却,ダッキャク,dakkʲakɯ,漢
手応え,テゴタエ,teɡotae,和
投棄,トウキ,toːki,漢
轟く,トドロク,todoɾokɯ,和
左下,ヒダリシタ,çidaɾiɕita,和
無垢,ムク,mɯkɯ,漢
婿,ムコ,mɯko,和
黙々,モクモク,mokɯmokɯ,漢
連関,レンカン,ɾeŋkaɴ,漢
エージ,エージ,eːʑi,外
怪獣,カイジュウ,kaiʑɯː,漢
滓,カス,kasɯ,和
凝固,ギョウコ,ɡʲoːko,漢
国歌,コッカ,kokka,漢
賞味,ショウミ,ɕoːmi,漢
ステロイド,ステロイド,sɯteɾoido,外
声,セイ,seː,漢
損ねる,ソコネル,sokoneɾɯ,和
摘発,テキハツ,tekihat͡sɯ,漢
付随,フズイ,ɸɯzɯi,漢
無残,ムザン,mɯzaɴ,漢
召し使い,メシツカイ,meɕit͡sɯkai,和
ヤンキー,ヤンキー,jaŋkiː,外
ライブラリー,ライブラリー,ɾaibɯɾaɾiː,外
威嚇,イカク,ikakɯ,漢
碑,イシブミ,iɕibɯmi,和
異変,イヘン,iheɴ,漢
織る,オル,oɾɯ,和
カンジ,カンジ,kand͡ʑi,固
キャンパス,キャンパス,kʲampasɯ,外
給水,キュウスイ,kʲɯːsɯi,漢
小石,コイシ,koiɕi,和
攻勢,コウセイ,koːseː,漢
催眠,サイミン,saimiɴ,漢
辞儀,ジギ,d͡ʑiɡi,漢
地場,ジバ,d͡ʑiba,混
ＧＫ,ジーケー,d͡ʑiːkeː,記号
月日,ツキヒ,t͡sɯkiçi,和
手立て,テダテ,tedate,和
手早い,テバヤイ,tebajai,和
点在,テンザイ,tenzai,漢
跳び,トビ,tobi,和
胚,ハイ,hai,漢
引き止める,ヒキトメル,çikitomeɾɯ,和
他人事,ヒトゴト,çitoɡoto,和
紛失,フンシツ,ɸɯɰ̃ɕit͡sɯ,漢
アリタ,アリタ,aɾita,固
息苦しい,イキグルシイ,ikiɡɯɾɯɕiː,和
感嘆,カンタン,kantaɴ,漢
奇怪,キカイ,kikai,漢
気まずい,キマズイ,kimazɯi,混
さして,サシテ,saɕite,和
タイマー,タイマー,taimaː,外
破裂,ハレツ,haɾet͡sɯ,漢
ホリ,ホリ,hoɾi,固
上げ,アゲ,aɡe,和
アルファベット,アルファベット,aɾɯɸɯabetto,外
一門,イチモン,it͡ɕimoɴ,漢
追い越す,オイコス,oikosɯ,和
オオウチ,オオウチ,oːot͡ɕi,固
軌跡,キセキ,kiseki,漢
協,キョウ,kʲoː,漢
心当たり,ココロアタリ,kokoɾoataɾi,和
儒教,ジュキョウ,d͡ʑɯkʲoː,漢
透ける,スケル,sɯkeɾɯ,和
ステー,ステー,sɯteː,外
背広,セビロ,sebiɾo,外
鎮痛,チンツウ,t͡ɕint͡sɯː,漢
積み重ね,ツミカサネ,t͡sɯmikasane,和
ノブ,ノブ,nobɯ,外
節目,フシメ,ɸɯɕime,和
変質,ヘンシツ,heɰ̃ɕit͡sɯ,漢
道程,ミチノリ,mit͡ɕinoɾi,和
盛り,モリ,moɾi,和
モン,モン,moɴ,外
力量,リキリョウ,ɾikiɾʲoː,漢
冷水,レイスイ,ɾeːsɯi,漢
威張る,イバル,ibaɾɯ,混
オザキ,オザキ,ozaki,固
解禁,カイキン,kaikiɴ,漢
買い取り,カイトリ,kaitoɾi,和
霞む,カスム,kasɯmɯ,和
片側,カタガワ,kataɡaɰa,和
家中,カチュウ,kat͡ɕɯː,漢
学長,ガクチョウ,ɡakɯt͡ɕoː,漢
憲兵,ケンペイ,kempeː,漢
出撃,シュツゲキ,ɕɯt͡sɯɡeki,漢
嘱託,ショクタク,ɕokɯtakɯ,漢
スカーフ,スカーフ,sɯkaːɸɯ,外
住み着く,スミツク,sɯmit͡sɯkɯ,和
ツルミ,ツルミ,t͡sɯɾɯmi,固
トースト,トースト,toːsɯto,外
ニシゴウ,ニシゴウ,ɲiɕiɡoː,固
ハチオウジ,ハチオウジ,hat͡ɕioːʑi,固
膀胱,ボウコウ,boːkoː,漢
利得,リトク,ɾitokɯ,漢
浅蜊,アサリ,asaɾi,和
鮑,アワビ,aɰabi,和
安置,アンチ,ant͡ɕi,漢
糸口,イトグチ,itoɡɯt͡ɕi,和
稲荷,イナリ,inaɾi,和
掛け替え,カケガエ,kakeɡae,和
笹,ササ,sasa,和
山麓,サンロク,sanɾokɯ,漢
障壁,ショウヘキ,ɕoːheki,漢
脊椎,セキツイ,sekit͡sɯi,漢
先般,センパン,sempaɴ,漢
唾液,ダエキ,daeki,漢
中盤,チュウバン,t͡ɕɯːbaɴ,漢
同書,ドウショ,doːɕo,漢
長持ち,ナガモチ,naɡamot͡ɕi,和
袴,ハカマ,hakama,和
尾行,ビコウ,bikoː,漢
メンタル,メンタル,mentaɾɯ,外
紋,モン,moɴ,漢
アカシ,アカシ,akaɕi,固
インテル,インテル,inteɾɯ,固
思い描く,オモイエガク,omoieɡakɯ,混
キャピタル,キャピタル,kʲapitaɾɯ,外
驚愕,キョウガク,kʲoːɡakɯ,漢
共犯,キョウハン,kʲoːhaɴ,漢
月給,ゲッキュウ,ɡekkʲɯː,漢
コーディネーター,コーディネーター,koːdeːneːtaː,外
真宗,シンシュウ,ɕiĩɕɯː,漢
辞職,ジショク,d͡ʑiɕokɯ,漢
炭鉱,タンコウ,taŋkoː,漢
飛び散る,トビチル,tobit͡ɕiɾɯ,和
マサキ,マサキ,masaki,固
窓際,マドギワ,madoɡiɰa,和
未練,ミレン,miɾeɴ,漢
リュウマエ,リュウマエ,ɾʲɯːmae,固
生憎,アイニク,aiɲikɯ,和
温か,アタタカ,atataka,和
荒々しい,アラアラシイ,aɾaːɾaɕiː,和
浮き世,ウキヨ,ɯkijo,和
売り出す,ウリダス,ɯɾidasɯ,和
食い込む,クイコム,kɯikomɯ,和
ケネディ,ケネディ,kenedeː,固
顕在,ケンザイ,kenzai,漢
サオリ,サオリ,saoɾi,固
頗る,スコブル,sɯkobɯɾɯ,和
続出,ゾクシュツ,zokɯɕɯt͡sɯ,漢
トランス,トランス,toɾaɰ̃sɯ,外
ドリル,ドリル,doɾiɾɯ,外
バニラ,バニラ,baɲiɾa,外
振る,ブル,bɯɾɯ,和
ウメダ,ウメダ,ɯmeda,固
おでん,オデン,odeɴ,混
カズミ,カズミ,kazɯmi,固
此の間,コノアイダ,konoaida,和
サトコ,サトコ,satoko,固
三味,シャミ,ɕami,漢
照会,ショウカイ,ɕoːkai,漢
続,ゾク,zokɯ,漢
テール,テール,teːɾɯ,外
丼,ドンブリ,dombɯɾi,和
無,ブ,bɯ,漢
ヘリ,ヘリ,heɾi,外
ボイス,ボイス,boisɯ,外
末日,マツジツ,mat͡sɯʑit͡sɯ,漢
ミツオ,ミツオ,mit͡sɯo,固
焼き蕎麦,ヤキソバ,jakisoba,和
ユース,ユース,jɯːsɯ,外
利率,リリツ,ɾiɾit͡sɯ,漢
我が輩,ワガハイ,ɰaɡahai,混
割れ,ワレ,ɰaɾe,和
ＭＩ,エムアイ,emɯai,記号
掛け声,カケゴエ,kakeɡoe,和
関白,カンパク,kampakɯ,漢
利き目,キキメ,kikime,和
呼応,コオウ,koːo,漢
茶道,サドウ,sadoː,漢
装甲,ソウコウ,soːkoː,漢
帯域,タイイキ,taiːki,漢
探求,タンキュウ,taŋkʲɯː,漢
ダイビング,ダイビング,daibiŋɡɯ,外
知見,チケン,t͡ɕikeɴ,漢
通,ツウ,t͡sɯː,漢
投球,トウキュウ,toːkʲɯː,漢
飛び回る,トビマワル,tobimaɰaɾɯ,和
泣き声,ナキゴエ,nakiɡoe,和
働き掛け,ハタラキカケ,hataɾakikake,和
ヤノ,ヤノ,jano,固
ルーマニア,ルーマニア,ɾɯːmaɲia,固
ワックス,ワックス,ɰakkɯsɯ,外
エコー,エコー,ekoː,外
起点,キテン,kiteɴ,漢
コーラス,コーラス,koːɾasɯ,外
差し,サシ,saɕi,和
チューン,チューン,t͡ɕɯːɴ,外
トニー,トニー,toɲiː,固
バレーボール,バレーボール,baɾeːboːɾɯ,外
閃く,ヒラメク,çiɾamekɯ,和
ぴかぴか,ピカピカ,pikapika,和
不可解,フカカイ,ɸɯkakai,漢
フラン,フラン,ɸɯɾaɴ,外
返金,ヘンキン,heŋkiɴ,漢
放浪,ホウロウ,hoːɾoː,漢
無茶,ムチャ,mɯt͡ɕa,和
揺らぐ,ユラグ,jɯɾaɡɯ,和
リュウイチ,リュウイチ,ɾʲɯːit͡ɕi,固
量産,リョウサン,ɾʲoːsaɴ,漢
アル,アル,aɾɯ,固
エドワード,エドワード,edoɰaːdo,固
駆け出す,カケダス,kakedasɯ,和
講堂,コウドウ,koːdoː,漢
静める,シズメル,ɕizɯmeɾɯ,和
省エネ,ショウエネ,ɕoːene,混
送迎,ソウゲイ,soːɡeː,漢
トコロザワ,トコロザワ,tokoɾozaɰa,固
秒間,ビョウカン,bʲoːkaɴ,漢
ベリー,ベリー,beɾiː,外
蓮根,レンコン,ɾeŋkoɴ,漢
アサイ,アサイ,asai,固
ウツノミヤ,ウツノミヤ,ɯt͡sɯnomija,固
円盤,エンバン,embaɴ,漢
解像,カイゾウ,kaizoː,漢
書き出す,カキダス,kakidasɯ,和
梶,カジ,kaʑi,和
カーソル,カーソル,kaːsoɾɯ,外
眼前,ガンゼン,ɡanzeɴ,漢
降水,コウスイ,koːsɯi,漢
固体,コタイ,kotai,漢
耳鼻,ジビ,d͡ʑibi,漢
世俗,セゾク,sezokɯ,漢
雑巾,ゾウキン,zoːkiɴ,漢
タカオカ,タカオカ,takaoka,固
脱走,ダッソウ,dassoː,漢
ハトヤマ,ハトヤマ,hatojama,固
波動,ハドウ,hadoː,漢
半角,ハンカク,haŋkakɯ,漢
ピックアップ,ピックアップ,pikkɯappɯ,外
不備,フビ,ɸɯbi,漢
フロイト,フロイト,ɸɯɾoito,固
量販,リョウハン,ɾʲoːhaɴ,漢
山葵,ワサビ,ɰasabi,和
揚げ,アゲ,aɡe,和
アワ,アワ,aɰa,固
ウィズ,ウィズ,ɯizɯ,外
永住,エイジュウ,eːʑɯː,漢
愕然,ガクゼン,ɡakɯzeɴ,漢
教義,キョウギ,kʲoːɡi,漢
交番,コウバン,koːbaɴ,漢
サド,サド,sado,固
在,ザイ,zai,漢
島々,シマジマ,ɕimaʑima,和
攘夷,ジョウイ,d͡ʑoːi,漢
人身,ジンシン,d͡ʑiĩɕiɴ,漢
セイコ,セイコ,seːko,固
セレクト,セレクト,seɾekɯto,外
躑躅,ツツジ,t͡sɯt͡sɯʑi,和
特攻,トッコウ,tokkoː,漢
トネ,トネ,tone,固
未定,ミテイ,miteː,漢
アマクサ,アマクサ,amakɯsa,固
射る,イル,iɾɯ,和
掟,オキテ,okite,和
思い込み,オモイコミ,omoikomi,和
敬称,ケイショウ,keːɕoː,漢
月刊,ゲッカン,ɡekkaɴ,漢
こつこつ,コツコツ,kot͡sɯkot͡sɯ,和
卓球,タッキュウ,takkʲɯː,漢
単行,タンコウ,taŋkoː,漢
チエコ,チエコ,t͡ɕieko,固
適宜,テキギ,tekiɡi,漢
電化,デンカ,deŋka,漢
ばらつき,バラツキ,baɾat͡sɯki,和
布告,フコク,ɸɯkokɯ,漢
フロム,フロム,ɸɯɾomɯ,外
仄か,ホノカ,honoka,和
紛れる,マギレル,maɡiɾeɾɯ,和
学び,マナビ,manabi,和
ミシェール,ミシェール,miɕieːɾɯ,固
萌やし,モヤシ,mojaɕi,和
沿線,エンセン,eɰ̃seɴ,漢
観賞,カンショウ,kaɰ̃ɕoː,漢
鑑別,カンベツ,kambet͡sɯ,漢
キタ,キタ,kita,固
形質,ケイシツ,keːɕit͡sɯ,漢
サカグチ,サカグチ,sakaɡɯt͡ɕi,固
傘下,サンカ,saŋka,漢
陣痛,ジンツウ,d͡ʑint͡sɯː,漢
スパイス,スパイス,sɯpaisɯ,外
即決,ソッケツ,sokket͡sɯ,漢
チアキ,チアキ,t͡ɕiaki,固
強気,ツヨキ,t͡sɯjoki,混
投影,トウエイ,toːeː,漢
夏場,ナツバ,nat͡sɯba,和
燥ぐ,ハシャグ,haɕaɡɯ,和
ビジュアル,ビジュアル,biʑɯaɾɯ,外
母性,ボセイ,boseː,漢
襤褸,ボロ,boɾo,和
モジュール,モジュール,moʑɯːɾɯ,外
アサコ,アサコ,asako,固
仇,アダ,ada,和
アラカワ,アラカワ,aɾakaɰa,固
浮き上がる,ウキアガル,ɯkiaɡaɾɯ,和
思い立つ,オモイタツ,omoitat͡sɯ,和
甲高い,カンダカイ,kandakai,混
後頭,コウトウ,koːtoː,漢
コットン,コットン,kottoɴ,外
祝儀,シュウギ,ɕɯːɡi,漢
栓,セン,seɴ,漢
編入,ヘンニュウ,heɲɯː,漢
ホステス,ホステス,hosɯtesɯ,外
没する,ボッスル,bossɯɾɯ,混
湯気,ユゲ,jɯɡe,和
弱々しい,ヨワヨワシイ,joɰajoɰaɕiː,和
ローラ,ローラ,ɾoːɾa,固
足場,アシバ,aɕiba,和
イワサキ,イワサキ,iɰasaki,固
改装,カイソウ,kaisoː,漢
カルイザワ,カルイザワ,kaɾɯizaɰa,固
草木,クサキ,kɯsaki,和
座談,ザダン,zadaɴ,漢
中傷,チュウショウ,t͡ɕɯːɕoː,漢
値下げ,ネサゲ,nesaɡe,和
ネリマ,ネリマ,neɾima,固
ノボリベツ,ノボリベツ,noboɾibet͡sɯ,固
批准,ヒジュン,çiʑɯɴ,漢
毎度,マイド,maido,漢
見積もる,ミツモル,mit͡sɯmoɾɯ,和
召し上がる,メシアガル,meɕiaɡaɾɯ,和
リップ,リップ,ɾippɯ,外
老中,ロウジュウ,ɾoːʑɯː,漢
浪費,ロウヒ,ɾoːçi,漢
アトピー,アトピー,atopiː,外
結束,ケッソク,kessokɯ,漢
集権,シュウケン,ɕɯːkeɴ,漢
ナナ,ナナ,nana,固
万博,バンパク,bampakɯ,漢
ＢＧＭ,ビージーエム,biːʑiːemɯ,記号
ブルジョア,ブルジョア,bɯɾɯʑoa,外
無礼,ブレイ,bɯɾeː,漢
保,ホ,ho,漢
無機,ムキ,mɯki,漢
メガ,メガ,meɡa,外
やす,ヤス,jasɯ,和
野蛮,ヤバン,jabaɴ,漢
溶岩,ヨウガン,joːɡaɴ,漢
開港,カイコウ,kaikoː,漢
楓,カエデ,kaede,和
環,カン,kaɴ,漢
考え直す,カンガエナオス,kaŋɡaenaosɯ,和
概算,ガイサン,ɡaisaɴ,漢
絡み,ガラミ,ɡaɾami,和
強,キョウ,kʲoː,漢
混沌,コントン,kontoɴ,漢
西南,セイナン,seːnaɴ,漢
赤外,セキガイ,sekiɡai,漢
洗顔,センガン,seŋɡaɴ,漢
逃避,トウヒ,toːçi,漢
同月,ドウゲツ,doːɡet͡sɯ,漢
ナオミ,ナオミ,naomi,固
ふっくら,フックラ,ɸɯkkɯɾa,和
マドリード,マドリード,madoɾiːdo,固
目印,メジルシ,meʑiɾɯɕi,和
焦り,アセリ,aseɾi,和
煙突,エントツ,entot͡sɯ,漢
救護,キュウゴ,kʲɯːɡo,漢
小道,コミチ,komit͡ɕi,和
根幹,コンカン,koŋkaɴ,漢
シックス,シックス,ɕikkɯsɯ,外
出火,シュッカ,ɕɯkka,漢
盛大,セイダイ,seːdai,漢
セッション,セッション,seɕɕoɴ,外
多面,タメン,tameɴ,漢
天子,テンシ,teɰ̃ɕi,漢
バグダッド,バグダッド,baɡɯdaddo,固
引き立てる,ヒキタテル,çikitateɾɯ,和
マリ,マリ,maɾi,固
ユキエ,ユキエ,jɯkie,固
異物,イブツ,ibɯt͡sɯ,漢
嘘吐き,ウソツキ,ɯsot͡sɯki,和
うんち,ウンチ,ɯnt͡ɕi,和
囲う,カコウ,kakoː,和
カラフル,カラフル,kaɾaɸɯɾɯ,外
毛穴,ケアナ,keana,和
指図,サシズ,saɕizɯ,混
出馬,シュツバ,ɕɯt͡sɯba,漢
充当,ジュウトウ,d͡ʑɯːtoː,漢
序列,ジョレツ,d͡ʑoɾet͡sɯ,漢
洗礼,センレイ,senɾeː,漢
田植え,タウエ,taɯe,和
宝物,タカラモノ,takaɾamono,和
立ち尽くす,タチツクス,tat͡ɕit͡sɯkɯsɯ,和
ハイキング,ハイキング,haikiŋɡɯ,外
映える,ハエル,haeɾɯ,和
封鎖,フウサ,ɸɯːsa,漢
ミセス,ミセス,misesɯ,外
モーニング,モーニング,moːɲiŋɡɯ,外
ヤナギダ,ヤナギダ,janaɡida,固
横目,ヨコメ,jokome,和
切り裂く,キリサク,kiɾisakɯ,和
櫛,クシ,kɯɕi,和
コロッケ,コロッケ,koɾokke,外
サルトル,サルトル,saɾɯtoɾɯ,固
震度,シンド,ɕindo,漢
刹那,セツナ,set͡sɯna,外
絶叫,ゼッキョウ,zekkʲoː,漢
そっくり,ソックリ,sokkɯɾi,和
短所,タンショ,taɰ̃ɕo,漢
暖炉,ダンロ,danɾo,漢
超,チョウ,t͡ɕoː,漢
ナオキ,ナオキ,naoki,固
値引き,ネビキ,nebiki,和
ビクトリア,ビクトリア,bikɯtoɾia,固
ブース,ブース,bɯːsɯ,外
間抜け,マヌケ,manɯke,和
見届ける,ミトドケル,mitodokeɾɯ,和
山伏,ヤマブシ,jamabɯɕi,和
レ,レ,ɾe,外
ＩＮＴ,アイエヌティー,aienɯteːi,記号
アスファルト,アスファルト,asɯɸɯaɾɯto,外
